LoanID,Fraud,Loan Provider,Gender,OwnsCar,OwnsProperty,NumberOfChildren,AnnualIncome,TotalCredit,MonthlyPayments,SecurityDeposit,LatePaymentAmount,Occupation,Education,RiskLevel,MartialStatus,HouseType,NumberOfAccounts,CreditScore,CustomerAge,IncomeTaxDefault,NumberOfBankAccounts,ApplicationDay,HourOfDayApplied,ExperianRating
173506,0,Cash loans,F,0,1,1,112500.0,490495.5,46701.0,454500.0,7321,Working,Secondary / secondary special,Risk,Single / not married,House / apartment,12,211,60,0,10,WEDNESDAY,11,259.8
233621,0,Cash loans,F,1,1,0,126000.0,505246.5,48100.5,486000.0,41121,Working,Secondary / secondary special,LowRisk,Widow,House / apartment,21,71,47,0,26,SATURDAY,8,147.8
290525,0,Cash loans,M,1,0,1,135000.0,81000.0,8635.5,81000.0,40361,Working,Secondary / secondary special,LowRisk,Married,Municipal apartment,18,434,43,0,28,THURSDAY,13,438.2
301905,0,Cash loans,M,1,1,0,90000.0,900000.0,26316.0,900000.0,59151,Working,Secondary / secondary special,,Married,House / apartment,15,740,62,0,18,SUNDAY,13,683.0
228658,0,Cash loans,M,1,0,0,234000.0,1305000.0,34555.5,1305000.0,78215,Working,Higher education,HighRisk,Married,House / apartment,6,144,46,0,6,TUESDAY,10,206.2
275344,0,Cash loans,F,0,1,0,135000.0,675000.0,26284.5,675000.0,71315,Working,Secondary / secondary special,,Single / not married,House / apartment,9,448,43,0,25,FRIDAY,17,449.4
377181,0,Cash loans,M,1,0,1,157500.0,490495.5,27387.0,454500.0,11249,Working,Higher education,Risk,Civil marriage,House / apartment,17,436,53,0,35,THURSDAY,9,439.8
367164,0,Cash loans,F,0,0,0,204750.0,331920.0,18135.0,225000.0,80243,Commercial associate,Secondary / secondary special,Risk,Married,House / apartment,20,622,61,0,25,WEDNESDAY,17,588.6
293108,0,Cash loans,F,0,1,0,112500.0,1546020.0,42642.0,1350000.0,8679,Pensioner,Secondary / secondary special,Risk,Married,House / apartment,18,779,56,0,24,SATURDAY,8,714.2
151578,0,Cash loans,M,1,0,0,81000.0,640080.0,24259.5,450000.0,3055,Working,Secondary / secondary special,LowRisk,Married,House / apartment,18,605,65,0,12,TUESDAY,10,575.0
295325,0,Cash loans,M,0,1,1,270000.0,1223010.0,48631.5,1125000.0,14938,Working,Secondary / secondary special,LowRisk,Married,House / apartment,13,432,50,0,37,MONDAY,13,436.6
265506,0,Cash loans,F,0,1,0,225000.0,1355346.0,37399.5,1183500.0,76875,Pensioner,Secondary / secondary special,HighRisk,Civil marriage,House / apartment,22,663,45,1,19,FRIDAY,10,621.4
117316,0,Cash loans,F,0,1,1,180000.0,270000.0,25245.0,270000.0,57753,Commercial associate,Higher education,,Married,House / apartment,11,88,31,0,1,TUESDAY,11,161.4
244033,0,Loans Now,F,0,1,0,270000.0,1350000.0,67500.0,1350000.0,3087,Working,Higher education,Risk,Married,House / apartment,18,362,49,0,8,THURSDAY,9,380.6
241850,0,Cash loans,F,0,0,0,112500.0,215865.0,21159.0,202500.0,12508,Pensioner,Higher education,HighRisk,Widow,House / apartment,21,401,74,0,1,THURSDAY,13,411.8
395404,0,Cash loans,F,1,1,2,90000.0,143910.0,15399.0,135000.0,17727,Working,Secondary / secondary special,LowRisk,Married,House / apartment,21,106,59,0,28,MONDAY,11,175.8
394574,0,Cash loans,F,0,0,0,157500.0,1006920.0,51412.5,900000.0,703,Commercial associate,Higher education,Risk,Married,House / apartment,3,640,61,1,36,TUESDAY,12,603.0
171508,1,Cash loans,M,1,1,0,72000.0,521280.0,28408.5,450000.0,66082,Working,Secondary / secondary special,LowRisk,Single / not married,House / apartment,10,28,28,1,31,WEDNESDAY,5,113.4
153776,0,Cash loans,F,0,1,1,112500.0,188460.0,9765.0,135000.0,8207,Working,Secondary / secondary special,HighRisk,Married,House / apartment,14,533,51,0,29,SUNDAY,11,517.4
260341,0,Cash loans,F,1,1,0,157500.0,1417077.0,60169.5,1215000.0,57322,Working,Secondary / secondary special,HighRisk,Married,House / apartment,16,158,49,0,29,MONDAY,5,217.4
415605,0,Cash loans,M,0,1,0,157500.0,157500.0,12496.5,157500.0,80885,Commercial associate,Secondary / secondary special,Risk,Separated,House / apartment,6,97,56,0,18,WEDNESDAY,5,168.6
254080,0,Loans Now,F,0,1,1,67500.0,202500.0,10125.0,202500.0,51371,State servant,Higher education,,Married,House / apartment,7,255,61,1,18,FRIDAY,14,295.0
449058,0,Cash loans,F,0,1,1,112500.0,711072.0,30019.5,540000.0,43699,Working,Incomplete higher,LowRisk,Married,House / apartment,13,627,67,0,22,MONDAY,7,592.6
276412,0,Cash loans,M,1,0,0,157500.0,1113840.0,44302.5,900000.0,43382,Working,Secondary / secondary special,LowRisk,Married,Municipal apartment,4,696,63,0,21,WEDNESDAY,11,647.8
296660,0,Cash loans,M,1,1,0,180000.0,1125000.0,30937.5,1125000.0,60138,Commercial associate,Secondary / secondary special,,Married,House / apartment,13,144,71,1,40,WEDNESDAY,19,206.2
224281,0,Cash loans,F,0,1,0,112500.0,900000.0,26446.5,900000.0,15774,Working,Secondary / secondary special,,Married,House / apartment,6,768,65,0,15,MONDAY,13,705.4
427808,0,Cash loans,F,0,1,1,405000.0,640458.0,32832.0,517500.0,80567,Commercial associate,Secondary / secondary special,,Married,House / apartment,21,464,72,0,2,SATURDAY,13,462.2
169067,0,Cash loans,M,1,0,2,180000.0,1546020.0,45333.0,1350000.0,74173,Working,Secondary / secondary special,Risk,Married,House / apartment,12,190,49,0,25,THURSDAY,11,243.0
253337,0,Cash loans,F,1,1,0,99000.0,654498.0,28957.5,585000.0,74588,Pensioner,Higher education,LowRisk,Single / not married,House / apartment,10,507,32,0,35,WEDNESDAY,9,496.6
399891,0,Cash loans,F,0,1,1,112500.0,582804.0,31617.0,463500.0,13553,Working,Secondary / secondary special,,Married,House / apartment,4,438,35,0,20,THURSDAY,13,441.4
234575,0,Cash loans,F,0,0,0,45000.0,450000.0,24543.0,450000.0,22020,Pensioner,Lower secondary,HighRisk,Married,House / apartment,18,183,57,1,6,SATURDAY,16,237.4
270920,0,Cash loans,F,1,1,0,162000.0,675000.0,29862.0,675000.0,12973,Pensioner,Secondary / secondary special,,Married,House / apartment,21,691,65,0,6,WEDNESDAY,12,643.8
264942,0,Cash loans,F,0,1,0,112500.0,490495.5,26262.0,454500.0,43619,Working,Secondary / secondary special,,Married,House / apartment,15,309,33,0,22,TUESDAY,8,338.2
407085,1,Cash loans,F,0,1,0,112500.0,526491.0,18126.0,454500.0,73281,Pensioner,Secondary / secondary special,Risk,Single / not married,Municipal apartment,21,179,33,1,13,TUESDAY,11,234.2
445411,0,Cash loans,M,1,0,0,292500.0,312768.0,25204.5,270000.0,20929,State servant,Higher education,Risk,Married,House / apartment,14,40,63,0,38,FRIDAY,13,123.0
178429,0,Cash loans,M,0,0,0,135000.0,640080.0,31261.5,450000.0,66373,Commercial associate,Secondary / secondary special,Risk,Married,Rented apartment,16,515,51,0,31,WEDNESDAY,8,503.0
326798,0,Cash loans,F,0,1,2,128250.0,1288350.0,37800.0,1125000.0,22889,Working,Secondary / secondary special,,Married,House / apartment,14,520,64,0,42,THURSDAY,9,507.0
445912,0,Cash loans,F,1,1,0,315000.0,1330636.5,51502.5,1224000.0,8546,Pensioner,Secondary / secondary special,Risk,Married,House / apartment,6,183,35,1,2,TUESDAY,13,237.4
378923,0,Cash loans,F,0,1,0,112500.0,71955.0,7114.5,67500.0,74891,Working,Higher education,,Single / not married,House / apartment,22,629,41,0,13,MONDAY,10,594.2
215731,0,Cash loans,F,0,1,0,225000.0,225000.0,7249.5,225000.0,38284,Working,Secondary / secondary special,Risk,Married,House / apartment,0,783,53,0,40,MONDAY,14,717.4
427358,1,Cash loans,M,1,1,0,157500.0,533668.5,27378.0,477000.0,77103,Working,Secondary / secondary special,HighRisk,Separated,House / apartment,20,289,49,0,23,TUESDAY,16,322.2
253846,1,Cash loans,M,1,1,0,90000.0,112500.0,8887.5,112500.0,78850,Commercial associate,Secondary / secondary special,HighRisk,Married,House / apartment,10,295,50,1,8,SATURDAY,14,327.0
259165,0,Cash loans,F,0,0,2,112500.0,242595.0,13288.5,202500.0,22959,Working,Secondary / secondary special,LowRisk,Separated,House / apartment,10,652,50,0,37,SUNDAY,10,612.6
403732,0,Cash loans,F,1,1,0,225000.0,514602.0,50260.5,495000.0,35727,Commercial associate,Secondary / secondary special,,Married,House / apartment,21,375,74,1,29,THURSDAY,19,391.0
400434,0,Cash loans,M,0,1,0,315000.0,1575000.0,60120.0,1575000.0,31501,Commercial associate,Higher education,,Married,House / apartment,5,285,59,0,6,MONDAY,12,319.0
428179,0,Cash loans,M,1,0,0,135000.0,755190.0,31995.0,675000.0,22155,Working,Secondary / secondary special,,Married,House / apartment,22,781,53,1,32,THURSDAY,11,715.8
100732,0,Cash loans,F,0,1,0,225000.0,450000.0,22018.5,450000.0,62083,Working,Incomplete higher,Risk,Married,House / apartment,19,433,34,0,44,MONDAY,17,437.4
246301,1,Cash loans,M,0,1,1,144000.0,545040.0,36553.5,450000.0,79229,Working,Secondary / secondary special,HighRisk,Separated,House / apartment,11,18,50,0,29,MONDAY,5,105.4
364426,0,Cash loans,F,1,1,0,225000.0,1886850.0,52015.5,1575000.0,40027,Commercial associate,Higher education,LowRisk,Separated,House / apartment,1,364,53,0,27,FRIDAY,17,382.2
398723,0,Cash loans,F,0,1,0,157500.0,760225.5,30150.0,679500.0,77592,Working,Secondary / secondary special,Risk,Single / not married,House / apartment,0,407,43,1,15,THURSDAY,10,416.6
315626,0,Cash loans,F,0,0,1,157500.0,675000.0,34465.5,675000.0,44337,Working,Incomplete higher,Risk,Married,Office apartment,12,648,65,0,28,MONDAY,12,609.4
154286,0,Cash loans,F,1,0,0,81000.0,508495.5,21541.5,454500.0,23507,Pensioner,Secondary / secondary special,HighRisk,Widow,House / apartment,9,161,53,0,24,WEDNESDAY,14,219.8
186707,0,Cash loans,F,0,1,0,270000.0,1035000.0,31378.5,1035000.0,64333,Working,Higher education,HighRisk,Married,House / apartment,16,356,60,0,40,FRIDAY,17,375.8
362528,0,Cash loans,F,0,1,1,270000.0,424255.5,26082.0,346500.0,34500,Working,Secondary / secondary special,,Civil marriage,House / apartment,16,411,39,0,30,SATURDAY,10,419.8
340986,0,Cash loans,F,0,1,0,135000.0,528633.0,36922.5,472500.0,76412,Pensioner,Higher education,,Married,House / apartment,12,10,73,1,10,MONDAY,7,99.0
408918,0,Cash loans,M,1,1,0,180000.0,945000.0,27760.5,945000.0,18808,Working,Higher education,,Married,House / apartment,12,583,46,0,21,WEDNESDAY,9,557.4
121342,1,Cash loans,F,0,0,0,76500.0,431280.0,23395.5,360000.0,42830,Pensioner,Secondary / secondary special,Risk,Married,House / apartment,13,137,28,0,16,THURSDAY,16,200.6
328522,0,Cash loans,F,0,1,0,180000.0,675000.0,26901.0,675000.0,28341,Pensioner,Higher education,LowRisk,Married,House / apartment,3,513,62,0,4,WEDNESDAY,10,501.4
381015,0,Loans Now,F,0,1,1,90000.0,202500.0,10125.0,202500.0,26601,Working,Secondary / secondary special,,Married,House / apartment,12,498,73,1,31,THURSDAY,13,489.4
395177,0,Cash loans,F,0,1,0,49500.0,85500.0,6745.5,85500.0,11369,Working,Secondary / secondary special,,Married,House / apartment,17,121,72,0,33,MONDAY,12,187.8
247425,0,Cash loans,F,0,1,1,180000.0,497520.0,33376.5,450000.0,13624,Commercial associate,Secondary / secondary special,LowRisk,Separated,House / apartment,19,133,33,1,4,MONDAY,15,197.4
225518,0,Loans Now,F,0,0,0,180000.0,135000.0,6750.0,135000.0,12033,Commercial associate,Higher education,Risk,Married,House / apartment,20,557,48,0,8,FRIDAY,14,536.6
383358,0,Cash loans,F,0,1,0,81000.0,244512.0,16047.0,216000.0,39406,Working,Secondary / secondary special,,Single / not married,House / apartment,2,698,34,0,3,TUESDAY,11,649.4
112726,0,Cash loans,M,1,1,0,157500.0,547344.0,29821.5,472500.0,29787,Working,Secondary / secondary special,LowRisk,Married,Municipal apartment,5,357,32,0,39,WEDNESDAY,12,376.6
400112,0,Cash loans,M,0,0,3,135000.0,284400.0,14445.0,225000.0,57300,Working,Secondary / secondary special,Risk,Married,Municipal apartment,16,246,72,0,18,TUESDAY,10,287.8
266104,0,Cash loans,F,1,1,0,144000.0,900000.0,46084.5,900000.0,15914,Working,Secondary / secondary special,Risk,Married,House / apartment,5,507,45,0,40,FRIDAY,10,496.6
444640,0,Cash loans,F,0,1,1,67500.0,225000.0,12204.0,225000.0,3238,Working,Secondary / secondary special,HighRisk,Married,House / apartment,21,658,73,0,44,SUNDAY,12,617.4
272558,0,Cash loans,F,0,0,0,135000.0,225000.0,10822.5,225000.0,8958,Working,Secondary / secondary special,,Married,House / apartment,13,743,57,0,28,TUESDAY,18,685.4
340047,0,Cash loans,F,0,0,0,180000.0,1125000.0,32895.0,1125000.0,34439,Commercial associate,Higher education,,Single / not married,With parents,8,647,44,0,21,FRIDAY,19,608.6
377507,0,Cash loans,F,0,0,0,126000.0,270126.0,11574.0,193500.0,60315,Working,Secondary / secondary special,,Widow,House / apartment,13,459,35,0,44,TUESDAY,7,458.2
288011,0,Loans Now,F,1,1,0,112500.0,202500.0,10125.0,202500.0,72879,Commercial associate,Secondary / secondary special,Risk,Married,House / apartment,17,775,31,0,22,TUESDAY,13,711.0
266322,0,Loans Now,F,0,0,1,247500.0,270000.0,13500.0,270000.0,47974,Commercial associate,Higher education,,Married,With parents,7,776,53,0,14,MONDAY,3,711.8
285805,1,Cash loans,F,0,1,1,126000.0,1293502.5,41854.5,1129500.0,48191,Commercial associate,Secondary / secondary special,HighRisk,Married,With parents,22,153,27,1,14,WEDNESDAY,15,213.4
251580,0,Cash loans,F,0,1,0,450000.0,735579.0,31293.0,585000.0,27847,Pensioner,Secondary / secondary special,,Single / not married,House / apartment,10,642,38,1,7,THURSDAY,13,604.6
344801,0,Cash loans,M,1,1,2,315000.0,835380.0,40320.0,675000.0,11017,Working,Secondary / secondary special,Risk,Married,House / apartment,13,369,30,0,19,WEDNESDAY,8,386.2
444255,0,Cash loans,F,0,1,0,157500.0,808650.0,26217.0,675000.0,7226,Commercial associate,Incomplete higher,,Single / not married,With parents,9,166,71,1,31,MONDAY,15,223.8
238813,0,Loans Now,F,0,0,1,202500.0,540000.0,27000.0,540000.0,13659,Working,Higher education,,Separated,House / apartment,7,459,69,0,3,THURSDAY,16,458.2
307119,1,Cash loans,F,1,1,1,148500.0,754740.0,29376.0,630000.0,64691,Working,Higher education,LowRisk,Married,With parents,18,159,33,0,12,TUESDAY,10,218.2
379165,0,Loans Now,M,1,1,0,180000.0,180000.0,9000.0,180000.0,9625,Working,Higher education,Risk,Civil marriage,House / apartment,4,748,75,0,30,SATURDAY,12,689.4
134853,0,Cash loans,F,0,1,2,63000.0,521280.0,22216.5,450000.0,61606,Pensioner,Secondary / secondary special,,Married,House / apartment,4,612,52,0,3,MONDAY,9,580.6
209500,1,Loans Now,F,0,1,0,67500.0,180000.0,9000.0,180000.0,54338,Pensioner,Secondary / secondary special,LowRisk,Single / not married,House / apartment,22,81,29,1,41,FRIDAY,13,155.8
440311,0,Cash loans,F,0,1,0,135000.0,378000.0,40837.5,378000.0,21243,Working,Secondary / secondary special,Risk,Single / not married,House / apartment,7,71,38,0,16,TUESDAY,9,147.8
143176,0,Cash loans,F,0,1,2,81000.0,619254.0,26365.5,553500.0,62442,Working,Secondary / secondary special,HighRisk,Married,House / apartment,12,356,50,0,8,THURSDAY,16,375.8
212281,0,Cash loans,F,1,0,0,225000.0,675000.0,28728.0,675000.0,39232,Working,Higher education,LowRisk,Civil marriage,House / apartment,6,581,48,0,9,FRIDAY,11,555.8
375411,0,Cash loans,M,1,1,0,202500.0,348264.0,36697.5,315000.0,80707,Working,Secondary / secondary special,,Civil marriage,House / apartment,21,475,68,0,20,SUNDAY,8,471.0
349851,0,Loans Now,F,0,0,0,225000.0,157500.0,7875.0,157500.0,79957,Pensioner,Secondary / secondary special,,Married,House / apartment,4,714,37,1,19,TUESDAY,16,662.2
382091,0,Loans Now,F,0,1,0,135000.0,270000.0,13500.0,270000.0,7575,Working,Higher education,,Single / not married,House / apartment,17,88,75,0,30,SATURDAY,13,161.4
315114,0,Cash loans,M,0,0,0,225000.0,225000.0,10953.0,225000.0,45593,Working,Secondary / secondary special,,Married,House / apartment,16,71,50,0,39,THURSDAY,7,147.8
304279,0,Cash loans,M,0,1,0,135000.0,76752.0,7722.0,72000.0,34759,Pensioner,Secondary / secondary special,,Civil marriage,House / apartment,19,685,70,0,3,SATURDAY,10,639.0
231614,0,Cash loans,M,0,0,0,90000.0,254700.0,16713.0,225000.0,32460,Commercial associate,Secondary / secondary special,,Married,House / apartment,18,40,65,1,27,WEDNESDAY,11,123.0
424656,0,Cash loans,F,0,0,0,90000.0,201474.0,20056.5,189000.0,54335,Commercial associate,Secondary / secondary special,LowRisk,Single / not married,House / apartment,7,436,48,0,11,FRIDAY,15,439.8
302775,0,Cash loans,F,0,1,1,157500.0,305221.5,17649.0,252000.0,29767,Working,Secondary / secondary special,Risk,Married,House / apartment,12,118,59,1,36,SATURDAY,12,185.4
119903,0,Cash loans,M,1,0,0,135000.0,148365.0,12024.0,135000.0,36500,Working,Secondary / secondary special,HighRisk,Civil marriage,Co-op apartment,8,518,74,1,45,SUNDAY,3,505.4
294940,0,Cash loans,F,0,1,0,67500.0,83538.0,6597.0,67500.0,20175,Working,Lower secondary,LowRisk,Married,House / apartment,7,435,33,0,5,WEDNESDAY,11,439.0
165298,0,Cash loans,F,0,1,1,157500.0,229500.0,16830.0,229500.0,64264,Commercial associate,Secondary / secondary special,,Married,House / apartment,13,232,41,0,20,SATURDAY,9,276.6
172747,0,Cash loans,M,1,1,0,108000.0,1288350.0,37800.0,1125000.0,45811,Pensioner,Secondary / secondary special,LowRisk,Married,House / apartment,11,371,67,0,37,TUESDAY,9,387.8
115613,0,Cash loans,F,0,1,0,157500.0,536917.5,21685.5,463500.0,56361,Working,Secondary / secondary special,HighRisk,Married,House / apartment,5,258,37,0,14,THURSDAY,8,297.4
390707,0,Cash loans,M,1,1,0,225000.0,156384.0,18688.5,135000.0,32918,Working,Secondary / secondary special,LowRisk,Civil marriage,House / apartment,16,114,33,1,14,TUESDAY,10,182.2
131385,0,Loans Now,M,0,1,0,180000.0,450000.0,22500.0,,13030,Working,Secondary / secondary special,LowRisk,Married,House / apartment,16,725,61,0,33,WEDNESDAY,9,671.0
404009,0,Cash loans,M,1,1,0,441000.0,450000.0,17095.5,450000.0,75707,Commercial associate,Higher education,Risk,Married,House / apartment,13,551,44,0,44,TUESDAY,18,531.8
376565,0,Cash loans,M,1,1,0,360000.0,728460.0,57685.5,675000.0,71733,Commercial associate,Incomplete higher,LowRisk,Married,House / apartment,5,129,35,0,8,FRIDAY,13,194.2
153320,1,Cash loans,F,0,0,0,90000.0,640080.0,31261.5,450000.0,69303,Working,Higher education,HighRisk,Married,House / apartment,12,281,46,0,11,MONDAY,10,315.8
231501,0,Cash loans,F,0,1,0,126000.0,315000.0,32404.5,315000.0,28572,Working,Higher education,,Married,House / apartment,0,285,53,1,8,TUESDAY,11,319.0
193476,0,Cash loans,F,0,1,1,81000.0,314055.0,17167.5,238500.0,7381,Working,Secondary / secondary special,Risk,Civil marriage,House / apartment,21,655,71,0,3,THURSDAY,11,615.0
358051,0,Loans Now,F,0,1,1,157500.0,382500.0,19125.0,382500.0,14059,Commercial associate,Higher education,Risk,Married,House / apartment,17,342,53,0,45,THURSDAY,12,364.6
374983,0,Cash loans,M,0,1,0,139500.0,942300.0,30397.5,675000.0,10999,Commercial associate,Secondary / secondary special,Risk,Civil marriage,House / apartment,14,568,57,0,34,TUESDAY,16,545.4
382658,0,Cash loans,F,0,1,0,112500.0,152820.0,10341.0,135000.0,80670,Working,Higher education,,Married,Office apartment,20,39,32,0,33,THURSDAY,8,122.2
138783,0,Loans Now,M,1,0,2,157500.0,315000.0,15750.0,315000.0,69376,Working,Secondary / secondary special,HighRisk,Married,House / apartment,15,341,52,0,43,MONDAY,12,363.8
102793,0,Cash loans,M,1,0,0,202500.0,1886850.0,52015.5,1575000.0,74160,Working,Secondary / secondary special,Risk,Married,House / apartment,19,89,35,1,41,THURSDAY,11,162.2
229084,0,Loans Now,M,0,1,1,148500.0,225000.0,11250.0,225000.0,27973,Commercial associate,Higher education,,Civil marriage,House / apartment,13,36,47,0,16,SUNDAY,12,119.8
298788,0,Cash loans,F,1,0,0,63000.0,808650.0,26086.5,675000.0,27763,Pensioner,Secondary / secondary special,Risk,Married,House / apartment,16,61,67,0,10,WEDNESDAY,10,139.8
235599,0,Loans Now,M,0,0,0,225000.0,720000.0,36000.0,720000.0,2479,Pensioner,Secondary / secondary special,HighRisk,Single / not married,House / apartment,14,224,63,0,12,THURSDAY,5,270.2
138913,0,Cash loans,F,0,1,0,126000.0,589045.5,18810.0,508500.0,57765,Pensioner,Secondary / secondary special,,Married,House / apartment,4,418,70,0,43,FRIDAY,12,425.4
434580,0,Cash loans,M,0,0,0,112500.0,299772.0,14710.5,247500.0,22971,Working,Secondary / secondary special,Risk,Single / not married,House / apartment,2,103,43,1,6,WEDNESDAY,11,173.4
